Date,Open,High,Low,Close*,
"Feb 04, 2022",237.25,238.5,231.55,234.3,
"Feb 03, 2022",232.15,235.2,231.8,234.45,
"Feb 02, 2022",230,233.3,229,232.15,
"Feb 01, 2022",221,228.8,219.15,227.75,
"Jan 31, 2022",218.5,220.75,217.1,220.2,
"Jan 28, 2022",215.1,219.25,215.1,217.6,
"Jan 27, 2022",211.25,215.5,211.1,214.6,
"Jan 25, 2022",212,214.7,209.55,214.3,
"Jan 24, 2022",217.05,217.75,210.9,211.8,
"Jan 21, 2022",218.5,220.5,216,217.05,
"Jan 20, 2022",220.55,222.15,218,218.75,
"Jan 19, 2022",220.75,222.4,218.7,220.35,
"Jan 18, 2022",224.6,227.3,220.3,220.75,
"Jan 17, 2022",222.6,225.6,221.35,224.6,
"Jan 14, 2022",223.95,224.8,222.3,222.6,
"Jan 13, 2022",223.9,225.8,222.75,223.95,
"Jan 12, 2022",222.5,223.65,221.6,222.75,
"Jan 11, 2022",223.35,224.25,221.2,221.95,
"Jan 10, 2022",219.9,224.7,218.9,223.3,
"Jan 07, 2022",219.8,220.65,217.5,218.4,
"Jan 06, 2022",219,220.4,218.2,218.7,
"Jan 05, 2022",219.65,221.5,218.65,220.55,
"Jan 04, 2022",219.5,221.7,219.05,220.25,
"Jan 03, 2022",218.05,219.85,217.05,219.1,
"Dec 31, 2021",216.9,218.8,216.15,218.05,
"Dec 30, 2021",216.6,217.9,215.5,216,
"Dec 29, 2021",220,220.3,216.3,216.75,
"Dec 28, 2021",218,220.6,218,220.05,
"Dec 27, 2021",218.4,218.45,215.65,217.55,
"Dec 24, 2021",218,220.45,216.45,218,
"Dec 23, 2021",213.9,218.45,213.2,217.3,
"Dec 22, 2021",214,214.2,211.1,212,
"Dec 21, 2021",214,215.45,211.05,212.5,
"Dec 20, 2021",216.25,216.25,209.8,212.4,
"Dec 17, 2021",222.8,222.85,216.75,217.95,
"Dec 16, 2021",226,226.15,220.8,222.9,
"Dec 15, 2021",230,232.2,223.4,224.05,
"Dec 14, 2021",235,237.1,227.55,228.6,
"Dec 13, 2021",238,238.75,234.15,234.6,
"Dec 10, 2021",236.2,238.95,233.75,236.1,
"Dec 09, 2021",223,236.45,223,235.4,
"Dec 08, 2021",221,225.65,221,224.95,
"Dec 07, 2021",218.9,221.95,218.1,220.65,
"Dec 06, 2021",221.65,222.2,217.5,217.9,
"Dec 03, 2021",225,226.2,221.35,221.65,
"Dec 02, 2021",221.9,226.15,221.3,225.45,
"Dec 01, 2021",222,223.3,220.6,221.9,
"Nov 30, 2021",222,225.2,220,221.15,
"Nov 29, 2021",222,223.65,220.2,221.5,
"Nov 26, 2021",228.9,230.05,223.1,224,
"Nov 25, 2021",227,232.2,225.75,231.3,
"Nov 24, 2021",232.45,232.7,226.95,227.7,
"Nov 23, 2021",229.15,232.7,229.15,231.6,
"Nov 22, 2021",237.9,240.75,229.55,230.9,
"Nov 18, 2021",240,243,236.3,237.5,
"Nov 17, 2021",236,245.25,235.65,239.5,
"Nov 16, 2021",239.05,239.65,235,235.45,
"Nov 15, 2021",233.95,239,233.1,238.1,
"Nov 12, 2021",231.2,233.95,229.15,232.9,
"Nov 11, 2021",230.4,231.5,228.55,230,
"Nov 10, 2021",227.45,232.85,227.2,230.85,
"Nov 09, 2021",229.85,230.9,227.85,228.75,
"Nov 08, 2021",229.7,230.7,225.7,229.8,
"Nov 04, 2021",224.85,227.3,224,226.55,
"Nov 03, 2021",226,226.85,221.7,222.45,
"Nov 02, 2021",228,229.25,224.5,225.6,
"Nov 01, 2021",224.15,227.55,222.5,226.85,
"Oct 29, 2021",225,228.25,222.3,223.2,
"Oct 28, 2021",235.1,235.95,224.15,225.1,
"Oct 27, 2021",240.25,241.3,236.2,238.45,
"Oct 26, 2021",234.1,239,232.6,236.7,
"Oct 25, 2021",234.1,236.65,230.5,233.4,
"Oct 22, 2021",244.7,245.8,233.7,236.6,
"Oct 21, 2021",248,248.35,243.1,244.7,
"Oct 20, 2021",245.95,248.5,242.35,246.6,
"Oct 19, 2021",261.4,262.55,245.05,245.95,
"Oct 18, 2021",261,265.3,257.35,262.55,
"Oct 14, 2021",253.25,261.85,250.35,256.55,
"Oct 13, 2021",242.55,250.9,240.15,249.2,
"Oct 12, 2021",238.6,243,238,241.3,
"Oct 11, 2021",232,239.5,231.7,238.05,
"Oct 08, 2021",234.75,234.8,231.2,231.7,
"Oct 07, 2021",233,234.95,232.3,232.95,
"Oct 06, 2021",234.8,236.4,230.6,231.25,
"Oct 05, 2021",236.4,237.45,234.5,234.7,
"Oct 04, 2021",236,238.35,235.4,236.6,
"Oct 01, 2021",235.2,237,232.9,235.35,
"Sep 30, 2021",239.9,240.4,235.25,236.15,
"Sep 29, 2021",236,241.4,235.7,238.1,
"Sep 28, 2021",239.85,241.6,236.3,237.75,
"Sep 27, 2021",239.8,241.85,235.5,238.7,
"Sep 24, 2021",244,244,237.7,238.45,
"Sep 23, 2021",245,245.6,241.7,242.5,
"Sep 22, 2021",243.5,245.8,240.7,243.5,
"Sep 21, 2021",234.95,242.45,231.7,241.5,
"Sep 20, 2021",231,239.35,230.25,233.75,
"Sep 17, 2021",233,237.3,229.1,231.15,
"Sep 16, 2021",216.95,233.65,216.3,230.75,
"Sep 15, 2021",217.1,217.2,215.3,216,
"Sep 14, 2021",214.9,217.25,214.2,216.1,
"Sep 13, 2021",213.35,215.15,211.8,214.15,
"Sep 09, 2021",211.05,213.9,210.55,212.65,
"Sep 08, 2021",212.25,213,209.7,211.25,
"Sep 07, 2021",210.9,214.35,210.15,211.75,
"Sep 06, 2021",211,211.2,209.05,209.3,
"Sep 03, 2021",209.75,211.25,209.75,210.6,
"Sep 02, 2021",209,211.5,209,209.75,
"Sep 01, 2021",211,212.3,209.3,209.5,
"Aug 31, 2021",208.05,211.6,207.25,211.3,
"Aug 30, 2021",206,208.2,206,208,
"Aug 27, 2021",205,206.85,204.9,205.9,
"Aug 26, 2021",206.4,206.85,204.35,204.6,
"Aug 25, 2021",206.4,207.9,206,206.4,
"Aug 24, 2021",207,207,204.7,205.75,
"Aug 23, 2021",209.5,210.2,206,206.3,
"Aug 20, 2021",207,210.7,206.7,208.9,
"Aug 18, 2021",209.6,211.5,208.35,208.95,
"Aug 17, 2021",210.8,211.5,208.8,209.2,
"Aug 16, 2021",211.4,213.25,210.5,210.9,
"Aug 13, 2021",209.85,212.3,209.2,211.45,
"Aug 12, 2021",210.25,214.2,208.35,208.9,
"Aug 11, 2021",209.85,210.6,207.45,208.65,
"Aug 10, 2021",214,214.45,208.55,209.85,
"Aug 09, 2021",215,217.15,212.7,213.8,
"Aug 06, 2021",215.4,216,212.6,214.25,
"Aug 05, 2021",208.6,216.75,206.9,215.25,
"Aug 04, 2021",210.9,211.1,208.1,208.6,
"Aug 03, 2021",207.5,210.9,206.45,209.9,
"Aug 02, 2021",206.45,207.5,205.45,207.3,
"Jul 30, 2021",206.1,207.1,204.6,204.95,
"Jul 29, 2021",209.1,210.2,205.65,206.05,
"Jul 28, 2021",208.3,210,207.45,209.1,
"Jul 27, 2021",212,213,207.95,208.65,
"Jul 26, 2021",214,215.35,210.8,211.15,
"Jul 23, 2021",207,213.6,206.5,212.4,
"Jul 22, 2021",207,208.25,205.85,207,
"Jul 20, 2021",208.2,209.3,206.4,206.8,
"Jul 19, 2021",206.8,209.5,206.35,207.75,
"Jul 16, 2021",207.7,209.65,207.2,207.9,
"Jul 15, 2021",204.4,208.5,202.9,206.25,
"Jul 14, 2021",201.85,205.15,201.7,204.1,
"Jul 13, 2021",202,202.2,201.35,201.85,
"Jul 12, 2021",202,202.55,200.95,201.1,
"Jul 09, 2021",202,202.35,200.9,201.35,
"Jul 08, 2021",203.5,204.5,201.8,202,
"Jul 07, 2021",202.5,205.2,202.3,203.75,
"Jul 06, 2021",203.25,203.8,202.25,202.5,
"Jul 05, 2021",203,204.1,202.7,203.65,
"Jul 02, 2021",203.3,203.7,202.25,202.4,
"Jul 01, 2021",202.9,203.8,202.15,203,
"Jun 30, 2021",204.3,204.4,202.55,202.7,
"Jun 29, 2021",203.6,205.3,203.15,203.3,
"Jun 28, 2021",205.9,205.9,203.35,203.6,
"Jun 25, 2021",204,205.6,203.75,205.05,
"Jun 24, 2021",204.45,204.65,202.55,203.25,
"Jun 23, 2021",205.65,205.85,203.6,203.95,
"Jun 22, 2021",206.1,206.25,204.35,205.1,
"Jun 21, 2021",203.1,206,202.4,204.45,
"Jun 18, 2021",206,206.45,202.5,204.55,
"Jun 17, 2021",206.95,208,205,205.65,
"Jun 16, 2021",207.05,209.35,207.05,207.85,
"Jun 15, 2021",207.55,208.4,207,207.05,
"Jun 14, 2021",207.95,208.45,205.2,207.3,
"Jun 11, 2021",210.3,210.45,207.75,207.9,
"Jun 10, 2021",208.7,211.4,207.5,209.3,
"Jun 10, 2021",5.75 Dividend,,,,
"Jun 09, 2021",214,214.75,211.5,212.5,
"Jun 08, 2021",212.2,214.25,211.2,213.65,
"Jun 07, 2021",210.4,212.4,210.2,211.45,
"Jun 04, 2021",209.5,209.7,208,208.75,
"Jun 03, 2021",210.75,210.75,208.7,209.05,
"Jun 02, 2021",210.5,212.45,208.6,209,
"Jun 01, 2021",218,219.4,214.25,215.25,
"May 31, 2021",215,217.9,214.4,216.6,
"May 28, 2021",212.5,213.5,211.55,212.9,
"May 27, 2021",211,214.15,210.3,211.15,
"May 26, 2021",211.8,212.45,210.3,210.6,
"May 25, 2021",213,213.4,210.25,210.9,
"May 24, 2021",209.5,212.05,207.75,211.5,
"May 21, 2021",207.6,209.85,207.4,209.05,
"May 20, 2021",208.45,209.3,206.8,207,
"May 19, 2021",210.05,211.4,207.55,207.75,
"May 18, 2021",214.1,214.6,209.65,210.05,
"May 17, 2021",216.8,217,211.65,212.6,
"May 14, 2021",205,213.2,204,212.25,
"May 12, 2021",203.9,205.25,202.85,203.25,
"May 11, 2021",203.9,206.5,203.75,204,
"May 10, 2021",207.15,207.45,205,205.55,
"May 07, 2021",202.95,206.45,202.95,205.35,
"May 06, 2021",202.3,205.95,202.1,202.75,
"May 05, 2021",201.45,202,199.5,201.4,
"May 04, 2021",201.2,202.35,199.1,199.6,
"May 03, 2021",201.2,201.85,200,200.95,
"Apr 30, 2021",203.9,205.7,202,202.6,
"Apr 29, 2021",207.1,207.55,204.05,204.3,
"Apr 28, 2021",206,206.5,205.3,205.5,
"Apr 27, 2021",205.3,206.95,205.05,205.4,
"Apr 26, 2021",205.8,206.75,204.7,205.3,
"Apr 23, 2021",204.25,207,204.25,205.35,
"Apr 22, 2021",202,206.3,200.55,205.9,
"Apr 20, 2021",206.2,207,202.5,203.55,
"Apr 19, 2021",205,206.1,203.75,205.6,
"Apr 16, 2021",208,209.25,206.5,207.95,
"Apr 15, 2021",209,210.45,206,206.7,
"Apr 13, 2021",207,209.7,206,208.7,
"Apr 12, 2021",210,211,205,205.3,
"Apr 09, 2021",213.75,215.95,212.55,213.1,
"Apr 08, 2021",214.85,216.1,212.85,213.25,
"Apr 07, 2021",212.7,215.2,212.45,213.8,
"Apr 06, 2021",213.8,214.95,210.15,212.65,
"Apr 05, 2021",217.6,220,210.5,212.55,
"Apr 01, 2021",220,220.6,217.3,220.05,
"Mar 31, 2021",214.05,219.3,212.7,218.5,
"Mar 30, 2021",213.25,215,210.4,214.55,
"Mar 26, 2021",214.25,214.45,210.35,210.9,
"Mar 25, 2021",215.15,215.95,209.05,211.6,
"Mar 24, 2021",221,222.8,215.25,215.95,
"Mar 23, 2021",225,228.1,221.3,222.2,
"Mar 22, 2021",223.3,226.4,221.5,226,
"Mar 19, 2021",219,226.15,215.55,222.95,
"Mar 18, 2021",213,219.1,211.9,217.65,
"Mar 17, 2021",212.2,213.9,208.55,210.6,
"Mar 16, 2021",206.4,208.9,204.95,207.85,
"Mar 15, 2021",205.85,206,201.6,205.45,
"Mar 12, 2021",208,208,203.5,205.2,
"Mar 10, 2021",209.1,209.2,205.8,206.5,
"Mar 09, 2021",208.7,209.75,204.75,207.8,
"Mar 08, 2021",209.7,210.8,207.7,208,
"Mar 05, 2021",208,210,207.2,208.55,
"Mar 04, 2021",208.8,211.3,207.6,209.7,
"Mar 03, 2021",212,212,208.8,209.95,
"Mar 02, 2021",207,210.8,206.5,209.9,
"Mar 01, 2021",205.45,207.75,204.05,206.9,
"Feb 26, 2021",207.25,208,203,203.85,
"Feb 25, 2021",209.5,211.2,208.8,209.15,
"Feb 24, 2021",209.1,209.8,206.5,208.85,
"Feb 23, 2021",208,210.55,207,208.5,
"Feb 22, 2021",212,212,206,207.05,
"Feb 22, 2021",5 Dividend,,,,
"Feb 19, 2021",218.85,218.9,214,215.95,
"Feb 18, 2021",218.2,220.6,217.9,218.85,
"Feb 17, 2021",217.6,218.4,216.55,217.75,
"Feb 16, 2021",219.05,221.8,217.25,218.25,
"Feb 15, 2021",218.45,221,217.5,218.6,
"Feb 12, 2021",225.75,225.75,215.8,217.45,
"Feb 11, 2021",229,229.3,224.5,226.45,
"Feb 10, 2021",229,231.1,223.1,227.55,
"Feb 09, 2021",234.6,239.2,228.2,229,
"Feb 08, 2021",237.5,238.05,231.5,233.1,
"Feb 05, 2021",232.15,238.85,227.25,234.35,
"Feb 04, 2021",216.1,231.4,216,229.95,
"Feb 03, 2021",221.5,222,215.7,216.75,
"Feb 02, 2021",220,223.5,217,218.2,
"Feb 01, 2021",204,217.95,201.8,215.95,
"Jan 29, 2021",208.55,208.8,202.35,203.25,
"Jan 28, 2021",209.25,211,205.75,206.6,
"Jan 27, 2021",208,212.65,207.1,210.65,
"Jan 25, 2021",212,212.5,206.85,207.8,
"Jan 22, 2021",214,214.75,209.15,210.7,
"Jan 21, 2021",219,219.5,212.2,213.7,
"Jan 20, 2021",218.5,219,215.7,217.65,
"Jan 19, 2021",221,221.7,217.5,218.85,
"Jan 18, 2021",218.4,222,214.6,219.75,
"Jan 15, 2021",214.9,218.5,211.2,217.85,
"Jan 14, 2021",212,216.5,211.6,214.15,
"Jan 13, 2021",207.45,213,205.25,211.25,
"Jan 12, 2021",203,206.9,201.6,206.45,
"Jan 11, 2021",204,206.1,201.25,202.5,
"Jan 08, 2021",204.35,206,200.25,201.5,
"Jan 07, 2021",206.1,207.6,202.1,202.8,
"Jan 06, 2021",211.45,211.5,204.5,205.4,
"Jan 05, 2021",212.45,213.25,210.6,211.45,
"Jan 04, 2021",214,216,212.1,213.4,
"Jan 01, 2021",209.9,214.2,209.3,213.85,
"Dec 31, 2020",210.55,211.3,208.55,209,
"Dec 30, 2020",212.7,213.5,209.55,211.15,
"Dec 29, 2020",210.5,213.5,210.1,211.55,
"Dec 28, 2020",209,210.2,207.85,209.5,
"Dec 24, 2020",210,210.65,205.6,208.6,
"Dec 23, 2020",203,208.25,202,207.75,
"Dec 22, 2020",203.1,206.25,196.9,203.4,
"Dec 21, 2020",214.5,214.7,199.15,202.95,
"Dec 18, 2020",213.1,215.95,209.75,214.5,
"Dec 17, 2020",214.2,215.1,211.25,213.05,
"Dec 16, 2020",213.75,215.55,213.5,214,
"Dec 15, 2020",215.25,216.4,211.6,213.55,
"Dec 14, 2020",217.95,218.6,215,215.9,
"Dec 11, 2020",214.45,217.95,213.35,216.3,
"Dec 10, 2020",206.65,213.65,203.15,212.7,
"Dec 09, 2020",205,207.8,204.65,205.4,
"Dec 08, 2020",203.9,204.7,199.55,202.45,
"Dec 07, 2020",198.2,203.75,197.6,203.15,
"Dec 04, 2020",196.85,199.35,196.5,198.2,
"Dec 03, 2020",197.2,197.2,194.55,196.2,
"Dec 02, 2020",195,198.75,193.55,195.95,
"Dec 01, 2020",195,196.35,192.4,194.4,
"Nov 27, 2020",194.45,195.75,193.2,193.65,
"Nov 26, 2020",195.1,195.85,192.55,194.8,
"Nov 25, 2020",196,197.95,192.5,193.85,
"Nov 24, 2020",190.6,196.45,190.6,195.55,
"Nov 23, 2020",192,192.5,188.65,190.85,
"Nov 20, 2020",188.8,192,186.05,191.7,
"Nov 19, 2020",182.8,191.8,182.7,187.9,
"Nov 18, 2020",186.8,188.45,182.75,184.05,
"Nov 17, 2020",189,189.4,186.4,187.35,
"Nov 14, 2020",189.05,190,188.05,188.6,
"Nov 13, 2020",187.2,188.8,185.55,187.1,
"Nov 12, 2020",185.2,188.75,183.85,188,
"Nov 11, 2020",179.6,185.9,178.6,185.3,
"Nov 10, 2020",175,179.55,171.85,178.35,
"Nov 09, 2020",173.95,177.3,171.85,172.8,
"Nov 06, 2020",176.5,177.2,173.4,173.95,
"Nov 05, 2020",171.25,175,170.2,174.75,
"Nov 04, 2020",170.05,171.8,168.2,169.8,
"Nov 03, 2020",167.2,170.75,167.1,170.1,
"Nov 02, 2020",166.8,167.2,164.45,166.75,
"Oct 30, 2020",164,166.8,163.35,165.25,
"Oct 29, 2020",165,165.95,163.45,163.85,
"Oct 28, 2020",168.5,168.5,165,165.5,
"Oct 27, 2020",168.5,169.3,166.75,167.2,
"Oct 26, 2020",171.5,171.6,168.25,168.55,
"Oct 23, 2020",168.95,171,167.75,170.75,
"Oct 22, 2020",167.55,169.1,167,168.55,
"Oct 21, 2020",168.15,168.9,166.6,167.65,
"Oct 20, 2020",168,168.3,166.7,167.45,
"Oct 19, 2020",166.8,168.9,166.15,168.25,
"Oct 16, 2020",165.5,166.8,163.8,165.7,
"Oct 15, 2020",167.7,167.8,164.55,165.05,
"Oct 14, 2020",170.55,171,167.05,167.8,
"Oct 13, 2020",172.85,174.85,169.5,170.15,
"Oct 12, 2020",170.5,175.2,170,172.2,
"Oct 09, 2020",167.5,168.9,166.35,167.85,
"Oct 08, 2020",170.1,170.4,166.9,167.15,
"Oct 07, 2020",170,170.9,169,169.5,
"Oct 06, 2020",169.5,171.6,168.1,169.9,
"Oct 05, 2020",171.1,172.8,168.75,169.25,
"Oct 01, 2020",174.5,174.6,170.1,170.85,
"Sep 30, 2020",170,172.1,168.7,171.7,
"Sep 29, 2020",174.75,174.75,169,169.4,
"Sep 28, 2020",171,174.8,170.5,173.3,
"Sep 25, 2020",168.9,171.2,167,170.75,
"Sep 24, 2020",171.7,171.75,166.15,166.55,
"Sep 23, 2020",174.95,177.55,171.7,172.5,
"Sep 22, 2020",175.75,176.75,173.75,174.2,
"Sep 21, 2020",180,180.6,175.05,175.75,
"Sep 18, 2020",179.55,179.85,177,179.1,
"Sep 17, 2020",180.8,181.5,177.8,178.6,
"Sep 16, 2020",181.85,183.5,180.05,180.65,
"Sep 15, 2020",184,184.2,180.8,181.8,
"Sep 14, 2020",185.8,185.85,183,183.35,
"Sep 11, 2020",184.9,186.5,182.75,183.95,
"Sep 10, 2020",184.1,185.7,183.2,184.9,
"Sep 09, 2020",185.5,186.25,182.3,183.8,
"Sep 08, 2020",189.6,190.55,184.6,188.15,
"Sep 07, 2020",187.25,190.5,180.8,189.1,
"Sep 04, 2020",190,190,185.7,186.7,
"Sep 03, 2020",191.4,193.25,190,191.6,
"Sep 02, 2020",191.3,193,189.65,191.35,
"Sep 01, 2020",191.1,192.35,188.25,190.2,
"Aug 31, 2020",199,199,190,191.1,
"Aug 28, 2020",194.6,196.3,194.05,195.55,
"Aug 27, 2020",198.5,198.9,193.9,194.25,
"Aug 26, 2020",196.5,196.55,193.65,194.95,
"Aug 25, 2020",197.25,198.3,195.1,195.4,
"Aug 24, 2020",197.25,199,196.35,196.7,
"Aug 21, 2020",198,199.2,196.3,196.8,
"Aug 20, 2020",197,197.2,194.55,195.8,
"Aug 19, 2020",198.6,201.7,198.1,198.45,
"Aug 18, 2020",199.9,199.9,197.25,198.55,
"Aug 17, 2020",198.05,199.5,196.85,198.75,
"Aug 14, 2020",201.6,203.35,195.5,196.4,
"Aug 13, 2020",203.5,204.2,197.1,201.45,
"Aug 12, 2020",202.5,204.9,200.4,204.2,
"Aug 11, 2020",200,207.7,200,203.05,
"Aug 10, 2020",196.4,199.65,196.4,198.85,
"Aug 07, 2020",195.5,197,194.15,196.05,
"Aug 06, 2020",194.2,195.6,193.1,195.35,
"Aug 05, 2020",194.5,194.6,191.7,192.8,
"Aug 04, 2020",192.6,195.8,192.6,193.65,
"Aug 03, 2020",194,194,191.9,192.6,
"Jul 31, 2020",193.5,196.95,193.5,194.15,
"Jul 30, 2020",198.4,198.4,192.5,193.35,
"Jul 29, 2020",193.45,198.2,193.4,196.7,
"Jul 28, 2020",197,198.65,195.05,195.4,
"Jul 27, 2020",200.5,200.5,195.15,196.4,
"Jul 24, 2020",201,201.7,197.3,199.6,
"Jul 23, 2020",197.65,201.5,196.8,200.7,
"Jul 22, 2020",193,197.9,192.5,196.55,
"Jul 21, 2020",192.1,194.2,191.5,192.25,
"Jul 20, 2020",195,195.35,192.35,192.7,
"Jul 17, 2020",193.3,195.4,193,194.05,
"Jul 16, 2020",198.7,198.85,192,193.85,
"Jul 15, 2020",196.35,200,194.5,198.7,
"Jul 14, 2020",197.4,199.5,192.75,195.9,
"Jul 13, 2020",195.9,198.75,195.1,197.55,
"Jul 10, 2020",195.15,196.5,194,194.35,
"Jul 09, 2020",196.9,197,194.15,195.45,
"Jul 08, 2020",194.25,197.95,194.25,196.3,
"Jul 07, 2020",200,200.5,194,194.25,
"Jul 06, 2020",200.35,201.95,198.95,199.8,
"Jul 06, 2020",10.15 Dividend,,,,
"Jul 03, 2020",208,208.5,206,207.55,
"Jul 02, 2020",204.45,206.75,202.55,205.85,
"Jul 01, 2020",194.65,203.85,194.65,202.9,
"Jun 30, 2020",199.4,199.4,194,194.65,
"Jun 29, 2020",202.5,203,196.2,197.25,
"Jun 26, 2020",206,209.4,193.3,195.2,
"Jun 25, 2020",192.25,203.5,191.65,202.1,
"Jun 24, 2020",187.4,194.7,186.15,191.85,
"Jun 23, 2020",185.4,187.5,184.75,185.85,
"Jun 22, 2020",186.5,187.5,183.15,185,
"Jun 19, 2020",187.1,187.95,183.6,184.05,
"Jun 18, 2020",181.2,187.5,180.7,186.6,
"Jun 17, 2020",184,185,180.7,181.2,
"Jun 16, 2020",190.8,190.95,181.9,185,
"Jun 15, 2020",193.9,193.95,186.3,187.2,
"Jun 12, 2020",188.95,195.2,187.85,193.9,
"Jun 11, 2020",200,201.25,193.6,194.25,
"Jun 10, 2020",199.45,203.15,198.3,199.05,
"Jun 09, 2020",198.25,206.2,197.65,198.5,
"Jun 08, 2020",202.9,203.65,197,197.65,
"Jun 05, 2020",201.8,202,198.65,200,
"Jun 04, 2020",197.75,202.5,195,200.15,
"Jun 03, 2020",200,200.9,195.6,196.7,
"Jun 02, 2020",201.9,201.9,196.7,197.25,
"Jun 01, 2020",201,205.25,199,200.55,
"May 29, 2020",190.45,198,189,197.35,
"May 28, 2020",192.3,192.9,189,190.65,
"May 27, 2020",192.5,193.9,186.9,192.15,
"May 26, 2020",190,194.95,187.8,191.7,
"May 22, 2020",188,191.9,184.6,186.35,
"May 21, 2020",175.6,190.45,172.65,188.95,
"May 20, 2020",171.95,177,171,175.75,
"May 19, 2020",166.5,171.65,165.1,170.75,
"May 18, 2020",166,167.3,163.15,164.75,
"May 15, 2020",162.2,165.5,161.15,164.65,
"May 14, 2020",164.5,168.25,161.95,163.8,
"May 13, 2020",173.4,173.6,164.5,165.4,
"May 12, 2020",158.45,165.9,157.5,165.05,
"May 11, 2020",160,163.5,158,158.45,
"May 08, 2020",163.95,164.15,157.1,158.25,
"May 07, 2020",164,165.85,160.5,161,
"May 06, 2020",171.4,171.4,160.5,163.9,
"May 05, 2020",175,177.45,172,173.9,
"May 04, 2020",181.75,181.75,170.65,174.05,
"Apr 30, 2020",184.9,184.9,180.45,182.05,
"Apr 29, 2020",180.5,182.9,179.65,182.15,
"Apr 28, 2020",180,180.8,178.05,179.45,
"Apr 27, 2020",180.25,182.3,179.3,179.85,
"Apr 24, 2020",181,182.8,179.3,180.05,
"Apr 23, 2020",182.95,184,179.65,180.55,
"Apr 22, 2020",179,183.55,176,182.25,
"Apr 21, 2020",178,184.3,176.05,179.6,
"Apr 20, 2020",189.95,189.95,179.5,180.7,
"Apr 17, 2020",190.45,191.4,186.95,188.1,
"Apr 16, 2020",189.65,191.2,185.45,186.35,
"Apr 15, 2020",184.05,193.75,182.7,189.35,
"Apr 13, 2020",184.5,186.65,181.05,181.6,
"Apr 09, 2020",184,186.25,180,185.25,
"Apr 08, 2020",180.85,184,176.65,178.65,
"Apr 07, 2020",185.7,185.7,173.65,181.55,
"Apr 03, 2020",167.9,182.75,167,177.9,
"Apr 01, 2020",171.7,172.75,164.55,166.4,
"Mar 31, 2020",164,173.85,161.55,171.7,
"Mar 30, 2020",156.05,164.9,156.05,159.2,
"Mar 27, 2020",162,166,155,163.2,
"Mar 26, 2020",150,159.4,143.25,156.4,
"Mar 25, 2020",151,152,139,147.35,
"Mar 24, 2020",162.95,163.7,147.4,149.7,
"Mar 23, 2020",158,162,149.2,154.3,
"Mar 20, 2020",165.1,176.5,165.1,175.5,
"Mar 19, 2020",150.7,163.55,144.75,161.85,
"Mar 18, 2020",152.1,154.65,147.35,150.7,
"Mar 17, 2020",148,155.8,146.05,149.15,
"Mar 16, 2020",158,158.1,145.25,147.25,
"Mar 13, 2020",150,164,134.6,162.25,
"Mar 12, 2020",169,169.15,150.55,155.8,
"Mar 11, 2020",174,176.75,172.35,175.65,
"Mar 09, 2020",179,179,174.5,177.2,
"Mar 06, 2020",184.85,184.85,179.75,181.75,
"Mar 05, 2020",187.55,191.2,186.55,188.05,
"Mar 04, 2020",194.95,195.55,186.55,187.5,
"Mar 03, 2020",197,197.45,192.55,193.85,
"Mar 02, 2020",199.5,203.45,193.65,195.3,
"Feb 28, 2020",195,199.9,192.05,197.55,
"Feb 27, 2020",198.4,199.15,195.9,197.55,
"Feb 26, 2020",200.65,201.95,196.3,198.6,
"Feb 25, 2020",203.8,205.4,201.5,201.8,
"Feb 24, 2020",207,207.45,201.8,203,
"Feb 20, 2020",207,208.55,205.45,207.45,
"Feb 19, 2020",205.25,207.15,203.85,206.7,
"Feb 18, 2020",204.55,204.6,200.5,203.85,
"Feb 17, 2020",208,208.65,204,204.8,
"Feb 14, 2020",212.25,212.9,206.8,207.7,
"Feb 13, 2020",213.05,213.45,211.2,211.9,
"Feb 12, 2020",213.4,214.8,211.8,213.05,
"Feb 11, 2020",216.5,216.95,211.8,212.6,
"Feb 10, 2020",214,214.05,210.05,210.55,
"Feb 07, 2020",213.8,215.7,212.75,213.4,
"Feb 06, 2020",218,219.9,211.8,213.55,
"Feb 05, 2020",216.3,217.5,211.5,216.45,
"Feb 04, 2020",210.8,217.6,209.15,215.65,
"Feb 03, 2020",215,216.9,205,207.6,
"Jan 31, 2020",235.75,238.4,234.05,235.15,
"Jan 30, 2020",236.95,237,233,234.05,
"Jan 29, 2020",231.5,237.65,231.15,236.65,
"Jan 28, 2020",234.75,235.9,230.5,230.75,
"Jan 27, 2020",237,237.4,234.3,234.6,
"Jan 24, 2020",237.4,239.1,237,238.15,
"Jan 23, 2020",238.1,238.75,236.9,237.9,
"Jan 22, 2020",239.6,239.6,237.1,238.05,
"Jan 21, 2020",241.45,241.45,238,238.45,
"Jan 20, 2020",240.05,243.25,240.05,241.9,
"Jan 17, 2020",240.75,242.1,239.4,239.95,
"Jan 16, 2020",242.5,243.9,240.1,240.75,
"Jan 15, 2020",242.55,243,241.1,242.4,
"Jan 14, 2020",240.25,243.8,238.3,243.25,
"Jan 13, 2020",238.5,240.5,238.25,239.25,
"Jan 10, 2020",237.6,238.75,236.8,238,
"Jan 09, 2020",235.6,236.6,235.05,235.8,
"Jan 08, 2020",234,235.8,233.25,234.2,
"Jan 07, 2020",236.05,237.9,234.6,235.35,
"Jan 06, 2020",237.5,238.3,235,235.1,
"Jan 03, 2020",241,241,238,238.5,
"Jan 02, 2020",238.2,240.95,238.1,239.85,
